"","from_id","to_id","travel_time_p50"
"1","E02000247","Crown",21
"2","E02000244","Duke Of Kent",26
"3","E02000243","Black Horse",18
"4","E02000240","Crown",16
"5","E02000241","Crown",14
"6","E02000241","Black Horse",24
"7","E02000437","Harrow Arts Centre",28
"8","E02000434","Three Wishes",18
"9","E02000432","Nambucca",25
"10","E02000432","Jj Moons",22
"11","E02000432","North Nineteen",21
"12","E02000432","Orleans Winebar",15
"13","E02000432","Worlds End",11
"14","E02000432","Shaftesbury",16
"15","E02000432","Stapleton",6
"16","E02000432","The Finsbury",17
"17","E02000432","Three Compasses",26
"18","E02000430","Jj Moons",30
"19","E02000430","North Nineteen",26
"20","E02000430","Orleans Winebar",29
"21","E02000430","Worlds End",25
"22","E02000430","Lauderdale House",27
"23","E02000430","Shaftesbury",19
"24","E02000430","Stapleton",15
"25","E02000430","The Boogaloo",25
"26","E02000430","Three Compasses",18
"27","E02000431","The Boston Arms",28
"28","E02000431","The Dome",27
"29","E02000431","Nambucca",28
"30","E02000431","Jj Moons",28
"31","E02000431","North Nineteen",28
"32","E02000431","Lauderdale House",7
"33","E02000431","Shaftesbury",24
"34","E02000431","Kenwood House",24
"35","E02000431","The Boogaloo",4
"36","E02000438","Harrow Arts Centre",3
"37","E02000439","Three Wishes",14
"38","E02000747","Fold",20
"39","E02000747","The Beckton Arms",10
"40","E02000747","Arch 1",24
"41","E02000744","Fold",20
"42","E02000744","The Beckton Arms",12
"43","E02000744","Arch 1",22
"44","E02000745","The Beckton Arms",23
"45","E02000544","Royal Oak",18
"46","E02000544","Club K Hounslow",20
"47","E02000545","Swan",18
"48","E02000545","The White Swan",29
"49","E02000545","Fox",27
"50","E02000545","Patchworks",24
"51","E02000545","Crown",27
"52","E02000545","Royal Oak",17
"53","E02000545","Castle",18
"54","E02000545","Red Lion",21
"55","E02000542","Club K Hounslow",13
"56","E02000543","Royal Oak",29
"57","E02000543","Club K Hounslow",9
"58","E02000540","Royal Oak",14
"59","E02000540","Club K Hounslow",17
"60","E02000540","Red Lion",21
"61","E02000737","Denmark Arms",10
"62","E02000737","The Broadway Theatre",29
"63","E02000734","Arch 1",30
"64","E02000734","King Edward Vii",20
"65","E02000734","The Railway Tavern",28
"66","E02000735","Denmark Arms",28
"67","E02000732","Denmark Arms",16
"68","E02000733","Fold",28
"69","E02000733","Arch 1",30
"70","E02000733","The Bridge",27
"71","E02000733","The View Tube",24
"72","E02000733","King Edward Vii",12
"73","E02000733","The Railway Tavern",21
"74","E02000730","King Edward Vii",29
"75","E02000730","Forest Tavern",23
"76","E02000731","Denmark Arms",8
"77","E02000738","Denmark Arms",19
"78","E02000739","Fold",26
"79","E02000739","The Beckton Arms",24
"80","E02000739","Arch 1",24
"81","E02000646","Railway",30
"82","E02000646","Earl Ferrers",20
"83","E02000646","The Hideaway",17
"84","E02000646","Pratts & Payne",9
"85","E02000646","The White Lion",9
"86","E02000646","Five Bells",5
"87","E02000646","Porky's Wine Bar",9
"88","E02000646","The Bedford",26
"89","E02000646","Hagen & Hyde",29
"90","E02000647","Earl Ferrers",24
"91","E02000647","The Hideaway",19
"92","E02000647","Pratts & Payne",19
"93","E02000647","The White Lion",19
"94","E02000647","The Portico Gallery",11
"95","E02000647","Five Bells",23
"96","E02000647","Porky's Wine Bar",24
"97","E02000647","The White Hart",23
"98","E02000647","The Railway Tavern",24
"99","E02000644","The Hideaway",28
"100","E02000644","Pratts & Payne",25
"101","E02000644","The White Lion",24
"102","E02000644","The Portico Gallery",22
"103","E02000644","Five Bells",19
"104","E02000644","Porky's Wine Bar",17
"105","E02000644","The White Hart",11
"106","E02000644","The Railway Tavern",13
"107","E02000644","Florence",30
"108","E02000645","The Portico Gallery",8
"109","E02000645","The White Hart",13
"110","E02000645","The Railway Tavern",14
"111","E02000642","The Portico Gallery",23
"112","E02000642","The White Hart",8
"113","E02000642","The Railway Tavern",8
"114","E02000642","Florence",16
"115","E02000642","Off The Cuff",19
"116","E02000642","The Hootananny Brixton",24
"117","E02000642","Effra Social",24
"118","E02000642","Gremio De Brixton",32
"119","E02000643","Earl Ferrers",27
"120","E02000643","The Hideaway",24
"121","E02000643","Pratts & Payne",17
"122","E02000643","The White Lion",16
"123","E02000643","Five Bells",7
"124","E02000643","Porky's Wine Bar",5
"125","E02000643","The White Hart",22
"126","E02000643","The Railway Tavern",24
"127","E02000643","The Bedford",24
"128","E02000643","Hagen & Hyde",29
"129","E02000643","The White Horse",28
"130","E02000640","Five Bells",26
"131","E02000640","Porky's Wine Bar",24
"132","E02000640","The Bedford",16
"133","E02000640","Hagen & Hyde",18
"134","E02000640","Gigalum",16
"135","E02000640","The White Horse",30
"136","E02000640","So.uk",29
"137","E02000640","Studio Voltaire",29
"138","E02000640","Stane Street Syndicate",29
"139","E02000640","Revolution",31
"140","E02000641","The Portico Gallery",28
"141","E02000641","Five Bells",25
"142","E02000641","Porky's Wine Bar",23
"143","E02000641","The White Hart",15
"144","E02000641","The Railway Tavern",16
"145","E02000641","Florence",17
"146","E02000641","Off The Cuff",20
"147","E02000641","The White Horse",21
"148","E02000641","The Hootananny Brixton",17
"149","E02000641","Effra Social",17
"150","E02000641","Gremio De Brixton",23
"151","E02000641","Upstairs At The Ritzy",26
"152","E02000641","The Prince Of Wales",27
"153","E02000641","Dogstar",29
"154","E02000641","Chip Shop Brixton",30
"155","E02000648","Numidie Bar And Bistro",30
"156","E02000648","The Portico Gallery",8
"157","E02000648","The White Hart",23
"158","E02000648","The Railway Tavern",24
"159","E02000649","Railway",19
"160","E02000649","Earl Ferrers",9
"161","E02000649","The Hideaway",6
"162","E02000649","Pratts & Payne",6
"163","E02000649","The White Lion",7
"164","E02000649","Five Bells",17
"165","E02000649","Porky's Wine Bar",21
"166","E02000926","The Clapham Grand",16
"167","E02000926","Waterfront",18
"168","E02000926","The Four Thieves",21
"169","E02000926","Anchor",14
"170","E02000926","Battersea Arts Centre",23
"171","E02000926","Suburb Sw11",13
"172","E02000926","Le Quecumbar And Brasserie",3
"173","E02000926","Grove",24
"174","E02000926","The Magic Garden",27
"175","E02000926","Chelsea Ram",28
"176","E02000926","Juju",24
"177","E02000927","Gigalum",28
"178","E02000927","So.uk",26
"179","E02000927","Studio Voltaire",30
"180","E02000927","Stane Street Syndicate",26
"181","E02000927","The Clapham Grand",18
"182","E02000927","Revolution",30
"183","E02000927","Infernos",27
"184","E02000927","The Four Thieves",13
"185","E02000927","Lotus",29
"186","E02000927","Anchor",29
"187","E02000927","Battersea Arts Centre",9
"188","E02000927","Suburb Sw11",19
"189","E02000927","Bread & Roses",25
"190","E02000927","Le Quecumbar And Brasserie",24
"191","E02000927","Grove",17
"192","E02000927","The Magic Garden",15
"193","E02000924","Fire",29
"194","E02000924","Battersea Arts Centre",28
"195","E02000924","Bread & Roses",30
"196","E02000924","Grove",8
"197","E02000924","The Magic Garden",6
"198","E02000924","The Battersea Barge",15
"199","E02000925","The Clapham Grand",22
"200","E02000925","Waterfront",27
"201","E02000925","The Four Thieves",17
"202","E02000925","Anchor",22
"203","E02000925","Battersea Arts Centre",18
"204","E02000925","Suburb Sw11",18
"205","E02000925","Le Quecumbar And Brasserie",11
"206","E02000925","Grove",13
"207","E02000925","The Magic Garden",15
"208","E02000925","Chelsea Ram",28
"209","E02000925","Juju",25
"210","E02000925","The Pheasantry",30
"211","E02000922","St John's Music Hall",24
"212","E02000922","Leytonstone Ex-Servicemens Club",21
"213","E02000922","The Railway Tavern",24
"214","E02000922","Forest Tavern",22
"215","E02000922","Leyton Technical",22
"216","E02000922","The Bell",10
"217","E02000922","Coach & Horses",28
"218","E02000922","The Red Lion",23
"219","E02000922","North Star",27
"220","E02000923","Under the Bridge",30
"221","E02000923","The Clapham Grand",27
"222","E02000923","The Four Thieves",22
"223","E02000923","Anchor",27
"224","E02000923","Battersea Arts Centre",23
"225","E02000923","Suburb Sw11",23
"226","E02000923","Le Quecumbar And Brasserie",14
"227","E02000923","Grove",17
"228","E02000923","The Magic Garden",19
"229","E02000923","Chelsea Ram",23
"230","E02000923","Juju",18
"231","E02000923","The Pheasantry",23
"232","E02000923","Eclipse",28
"233","E02000923","Albert's Club",27
"234","E02000923","Montezuma London Club",29
"235","E02000923","Ciné Lumière",30
"236","E02000920","Leyton Technical",11
"237","E02000920","Coach & Horses",7
"238","E02000920","Peppers Ghost",21
"239","E02000920","Tap & Spile",26
"240","E02000920","King William The Fourth",24
"241","E02000921","St John's Music Hall",24
"242","E02000921","Leytonstone Ex-Servicemens Club",23
"243","E02000921","The Railway Tavern",25
"244","E02000921","Leyton Technical",9
"245","E02000921","The Bell",12
"246","E02000921","Coach & Horses",16
"247","E02000921","The Red Lion",23
"248","E02000187","The Camden Assembly Pub",23
"249","E02000187","Elysee",29
"250","E02000187","Holborn Whippet",28
"251","E02000187","Fitzrovia",26
"252","E02000187","King & Queen",27
"253","E02000187","Simmons Bar",23
"254","E02000187","The Duke",28
"255","E02000187","Albany",24
"256","E02000187","229 The Venue",23
"257","E02000187","Bloomsbury Bowling Lanes",16
"258","E02000187","Bloomsbury Theatre & Bloomsbury Studio",17
"259","E02000187","Foundling Museum",21
"260","E02000187","Camden People's Theatre",15
"261","E02000187","The Harrison",19
"262","E02000187","Regent's Park Open Air Theatre",28
"263","E02000187","The Water Rats",20
"264","E02000187","Big Chill House",19
"265","E02000187","Scala",18
"266","E02000187","Fellow",16
"267","E02000187","Simmons Bar",18
"268","E02000187","The Lexington",27
"269","E02000187","King Charles I",19
"270","E02000187","Lincoln Lounge",18
"271","E02000187","David Roberts Art Foundation",7
"272","E02000187","Kings Place",20
"273","E02000187","The Star Of Kings",17
"274","E02000187","The Blues Kitchen",11
"275","E02000187","Green Note",16
"276","E02000187","Camden Head",11
"277","E02000187","The Dublin Castle",16
"278","E02000187","Cecil Sharp House",19
"279","E02000187","Jazz Café",15
"280","E02000187","The Black Heart",14
"281","E02000187","The Underworld",14
"282","E02000187","Made In Brasil",16
"283","E02000187","Boho Camden",16
"284","E02000187","Electric Ballroom",15
"285","E02000187","Prince Albert",13
"286","E02000187","Queens",30
"287","E02000187","Constitution",18
"288","E02000187","Lockside Lounge",19
"289","E02000187","Dingwalls",19
"290","E02000187","Hawley",20
"291","E02000187","The Monarch",22
"292","E02000187","Roundhouse",25
"293","E02000187","Spiritual Caipirinha Bar",23
"294","E02000187","Joe's Bar",25
"295","E02000187","The Abbey Tavern",24
"296","E02000187","The Fiddler's Elbow",28
"297","E02000187","Grafton",27
"298","E02000107","Ciao Ciao",28
"299","E02000186","The Camden Assembly Pub",14
"300","E02000186","The Unicorn",28
"301","E02000186","Elysee",29
"302","E02000186","Fitzrovia",27
"303","E02000186","King & Queen",27
"304","E02000186","Simmons Bar",23
"305","E02000186","Albany",23
"306","E02000186","229 The Venue",21
"307","E02000186","Bloomsbury Bowling Lanes",24
"308","E02000186","Bloomsbury Theatre & Bloomsbury Studio",24
"309","E02000186","Foundling Museum",32
"310","E02000186","Camden People's Theatre",17
"311","E02000186","Regent's Park Open Air Theatre",22
"312","E02000186","Big Chill House",29
"313","E02000186","Scala",29
"314","E02000186","Fellow",26
"315","E02000186","Simmons Bar",28
"316","E02000186","King Charles I",30
"317","E02000186","Lincoln Lounge",26
"318","E02000186","David Roberts Art Foundation",6
"319","E02000186","Kings Place",27
"320","E02000186","The Star Of Kings",25
"321","E02000186","The Blues Kitchen",4
"322","E02000186","Green Note",4
"323","E02000186","Camden Head",5
"324","E02000186","The Dublin Castle",3
"325","E02000186","Cecil Sharp House",7
"326","E02000186","Jazz Café",6
"327","E02000186","The Black Heart",7
"328","E02000186","The Underworld",8
"329","E02000186","Made In Brasil",7
"330","E02000186","Boho Camden",8
"331","E02000186","Electric Ballroom",8
"332","E02000186","Prince Albert",11
"333","E02000186","Queens",18
"334","E02000186","Constitution",16
"335","E02000186","Lockside Lounge",10
"336","E02000186","Dingwalls",11
"337","E02000186","Hawley",14
"338","E02000186","The Monarch",14
"339","E02000186","Roundhouse",17
"340","E02000186","Spiritual Caipirinha Bar",14
"341","E02000186","Joe's Bar",17
"342","E02000186","The Abbey Tavern",20
"343","E02000186","The Fiddler's Elbow",20
"344","E02000186","Grafton",21
"345","E02000186","Bull & Gate",27
"346","E02000186","O2 Forum Kentish Town",27
"347","E02000104","Wembley Stadium",22
"348","E02000104","The Sse Arena, Wembley",16
"349","E02000185","Queens Arms",8
"350","E02000185","Ciao Ciao",21
"351","E02000184","The Camden Assembly Pub",15
"352","E02000184","The Unicorn",20
"353","E02000184","229 The Venue",31
"354","E02000184","Bloomsbury Bowling Lanes",28
"355","E02000184","Bloomsbury Theatre & Bloomsbury Studio",29
"356","E02000184","Foundling Museum",30
"357","E02000184","Camden People's Theatre",24
"358","E02000184","The Harrison",29
"359","E02000184","Regent's Park Open Air Theatre",29
"360","E02000184","The Water Rats",28
"361","E02000184","Big Chill House",27
"362","E02000184","Scala",26
"363","E02000184","Fellow",24
"364","E02000184","Simmons Bar",26
"365","E02000184","King Charles I",27
"366","E02000184","Lincoln Lounge",24
"367","E02000184","David Roberts Art Foundation",11
"368","E02000184","Kings Place",25
"369","E02000184","The Star Of Kings",22
"370","E02000184","The Blues Kitchen",8
"371","E02000184","Green Note",9
"372","E02000184","Camden Head",5
"373","E02000184","The Dublin Castle",8
"374","E02000184","Cecil Sharp House",12
"375","E02000184","Jazz Café",6
"376","E02000184","The Black Heart",5
"377","E02000184","The Underworld",5
"378","E02000184","Made In Brasil",8
"379","E02000184","Boho Camden",8
"380","E02000184","Electric Ballroom",6
"381","E02000184","Prince Albert",2
"382","E02000184","Queens",23
"383","E02000184","Constitution",7
"384","E02000184","Lockside Lounge",12
"385","E02000184","Dingwalls",11
"386","E02000184","Hawley",11
"387","E02000184","The Monarch",14
"388","E02000184","Roundhouse",17
"389","E02000184","Spiritual Caipirinha Bar",15
"390","E02000184","Joe's Bar",17
"391","E02000184","The Abbey Tavern",13
"392","E02000184","The Fiddler's Elbow",20
"393","E02000184","Grafton",17
"394","E02000184","Bull & Gate",22
"395","E02000184","O2 Forum Kentish Town",22
"396","E02000183","The Camden Assembly Pub",12
"397","E02000183","Regent's Park Open Air Theatre",24
"398","E02000183","David Roberts Art Foundation",23
"399","E02000183","The Blues Kitchen",20
"400","E02000183","Green Note",13
"401","E02000183","Camden Head",19
"402","E02000183","The Dublin Castle",14
"403","E02000183","Cecil Sharp House",9
"404","E02000183","Jazz Café",16
"405","E02000183","The Black Heart",17
"406","E02000183","The Underworld",20
"407","E02000183","Made In Brasil",15
"408","E02000183","Boho Camden",15
"409","E02000183","Electric Ballroom",15
"410","E02000183","Prince Albert",22
"411","E02000183","Queens",5
"412","E02000183","Constitution",24
"413","E02000183","Lockside Lounge",11
"414","E02000183","Dingwalls",12
"415","E02000183","Hawley",12
"416","E02000183","The Monarch",12
"417","E02000183","Roundhouse",13
"418","E02000183","Spiritual Caipirinha Bar",12
"419","E02000183","Joe's Bar",12
"420","E02000183","The Abbey Tavern",22
"421","E02000183","The Fiddler's Elbow",15
"422","E02000183","Grafton",19
"423","E02000183","Bull & Gate",28
"424","E02000183","O2 Forum Kentish Town",28
"425","E02000182","The Camden Assembly Pub",27
"426","E02000182","Queens Arms",19
"427","E02000182","Cecil Sharp House",29
"428","E02000182","Queens",21
"429","E02000182","The Monarch",28
"430","E02000182","Roundhouse",26
"431","E02000182","Spiritual Caipirinha Bar",28
"432","E02000182","Joe's Bar",25
"433","E02000182","Ciao Ciao",29
"434","E02000182","The Fiddler's Elbow",28
"435","E02000182","Flask",22
"436","E02000182","Duke Of Hamilton",27
"437","E02000100","Castle",29
"438","E02000181","Queens Arms",17
"439","E02000181","Ciao Ciao",14
"440","E02000181","Flask",26
"441","E02000928","The Half Moon Putney",5
"442","E02000928","Dukes Head",8
"443","E02000101","Wembley Stadium",25
"444","E02000101","The Sse Arena, Wembley",20
"445","E02000101","Arista Club",18
"446","E02000180","The Camden Assembly Pub",19
"447","E02000180","The Unicorn",8
"448","E02000180","Fellow",27
"449","E02000180","Simmons Bar",29
"450","E02000180","King Charles I",28
"451","E02000180","Lincoln Lounge",25
"452","E02000180","David Roberts Art Foundation",23
"453","E02000180","Kings Place",26
"454","E02000180","The Star Of Kings",20
"455","E02000180","The Blues Kitchen",20
"456","E02000180","Green Note",21
"457","E02000180","Camden Head",17
"458","E02000180","The Dublin Castle",20
"459","E02000180","Cecil Sharp House",22
"460","E02000180","Jazz Café",17
"461","E02000180","The Black Heart",17
"462","E02000180","The Underworld",14
"463","E02000180","Made In Brasil",15
"464","E02000180","Boho Camden",15
"465","E02000180","Electric Ballroom",15
"466","E02000180","Prince Albert",11
"467","E02000180","Constitution",10
"468","E02000180","Lockside Lounge",18
"469","E02000180","Dingwalls",16
"470","E02000180","Hawley",16
"471","E02000180","The Monarch",19
"472","E02000180","Roundhouse",22
"473","E02000180","Spiritual Caipirinha Bar",19
"474","E02000180","Joe's Bar",22
"475","E02000180","The Abbey Tavern",11
"476","E02000180","The Fiddler's Elbow",23
"477","E02000180","Grafton",18
"478","E02000180","Duchess Of Kent",29
"479","E02000180","Bull & Gate",19
"480","E02000180","O2 Forum Kentish Town",20
"481","E02000180","The Boston Arms",25
"482","E02000180","The Dome",25
"483","E02000929","The Clapham Grand",13
"484","E02000929","Waterfront",11
"485","E02000929","The Four Thieves",18
"486","E02000929","Anchor",2
"487","E02000929","Battersea Arts Centre",20
"488","E02000929","Suburb Sw11",10
"489","E02000929","Le Quecumbar And Brasserie",16
"490","E02000108","Castle",30
"491","E02000189","Peacock Theatre",26
"492","E02000189","Rays Jazz At Foyles",30
"493","E02000189","Slim Jim's Liquor Store",25
"494","E02000189","Theatre Royal Drury Lane",29
"495","E02000189","Royal Opera House",29
"496","E02000189","Foundation Bar",30
"497","E02000189","Pineapple Dance Studios",29
"498","E02000189","Phoenix Theatre",29
"499","E02000189","Tipperary",28
"500","E02000189","Phoenix Artist Club",29
"501","E02000189","The Prince Of Wales",28
"502","E02000189","Borderline",29
"503","E02000189","Royal George",30
"504","E02000189","St. Giles-In-The-Fields",28
"505","E02000189","New London Theatre",26
"506","E02000189","Sway",24
"507","E02000189","Kanaloa",26
"508","E02000189","Shaftesbury Theatre",27
"509","E02000189","Balls Brothers Shoe Lane",25
"510","E02000189","Dominion Theatre",27
"511","E02000189","St. Andrew Holborn Church",24
"512","E02000189","Long Bar - The Sanderson",29
"513","E02000189","Bourne And Hollingsworth",27
"514","E02000189","Elysee",25
"515","E02000189","Bounce",22
"516","E02000189","Holborn Whippet",20
"517","E02000189","Old Nick",16
"518","E02000189","Beduin",24
"519","E02000189","Fitzrovia",23
"520","E02000189","Conway Hall",17
"521","E02000189","Fabric",24
"522","E02000189","King & Queen",24
"523","E02000189","Reina Bar And Kitchen",24
"524","E02000189","Fence",22
"525","E02000189","Simmons Bar",23
"526","E02000189","The Duke",11
"527","E02000189","Albany",30
"528","E02000189","The Piano Works - Farringdon",15
"529","E02000189","229 The Venue",30
"530","E02000189","Betsey Trotwood",15
"531","E02000189","Crypt On The Green",19
"532","E02000189","Apple Tree",12
"533","E02000189","The Slaughtered Lamb",22
"534","E02000189","Bloomsbury Bowling Lanes",13
"535","E02000189","The Eagle",13
"536","E02000189","Nomad London",29
"537","E02000189","Bloomsbury Theatre & Bloomsbury Studio",16
"538","E02000189","Foundling Museum",7
"539","E02000189","Lso St. Luke's",30
"540","E02000189","Camden People's Theatre",21
"541","E02000189","The Harrison",2
"542","E02000189","Britannia",28
"543","E02000189","The Water Rats",3
"544","E02000189","Sadler's Wells",16
"545","E02000189","Harlequin",16
"546","E02000189","Big Chill House",6
"547","E02000189","Scala",5
"548","E02000189","Fellow",7
"549","E02000189","Old Red Lion",16
"550","E02000189","Simmons Bar",8
"551","E02000189","The Lexington",11
"552","E02000189","Charles Lamb",21
"553","E02000189","King Charles I",10
"554","E02000189","Electrowerkz",19
"555","E02000189","Lincoln Lounge",9
"556","E02000189","O2 Academy Islington",20
"557","E02000189","David Roberts Art Foundation",27
"558","E02000189","The Islington",18
"559","E02000189","Kings Place",12
"560","E02000189","Camden Head",23
"561","E02000189","Radicals And Victuallers",22
"562","E02000189","The Star Of Kings",16
"563","E02000189","Ladybird / Basement Club",22
"564","E02000189","The Blues Kitchen",29
"565","E02000189","Wenlock And Essex",26
"566","E02000189","Camden Head",29
"567","E02000189","Crown",20
"568","E02000189","The Old Queens Head",27
"569","E02000189","Barrio North",27
"570","E02000189","Kings Head",27
"571","E02000189","Kings Head",26
"572","E02000189","St. Mary's Church",26
"573","E02000189","Prince Albert",28
"574","E02000189","Constitution",29
"575","E02000189","New Unity",29
"576","E02000109","Wembley Stadium",18
"577","E02000109","The Sse Arena, Wembley",17
"578","E02000188","Rays Jazz At Foyles",28
"579","E02000188","The Camden Assembly Pub",26
"580","E02000188","Maddox Club",29
"581","E02000188","Parlour At Sketch",28
"582","E02000188","Ain't Nothin But Blues Bar",29
"583","E02000188","The Coach And Horses",29
"584","E02000188","Ronnie Scotts",29
"585","E02000188","The Spice Of Life",29
"586","E02000188","Shakespeares Head",29
"587","E02000188","Prince Edward Theatre",28
"588","E02000188","Loop Bar & Nightclub",28
"589","E02000188","Phoenix Theatre",29
"590","E02000188","Basement Sate",28
"591","E02000188","Spread Eagle",29
"592","E02000188","Barrio Central",28
"593","E02000188","London Palladium",28
"594","E02000188","St. Moritz Club",28
"595","E02000188","Jazz After Dark Ltd",27
"596","E02000188","Phoenix Artist Club",29
"597","E02000188","Bar 68 And Boston",27
"598","E02000188","Borderline",27
"599","E02000188","The House Of St. Barnabus",26
"600","E02000188","Jazz Club Soho",25
"601","E02000188","Royal George",27
"602","E02000188","Pizza Express Jazz Club",25
"603","E02000188","St. Giles-In-The-Fields",28
"604","E02000188","Project",24
"605","E02000188","100 Club",25
"606","E02000188","Dominion Theatre",26
"607","E02000188","The Social",22
"608","E02000188","Golden Eagle",25
"609","E02000188","Long Bar - The Sanderson",22
"610","E02000188","Bourne And Hollingsworth",22
"611","E02000188","Elysee",21
"612","E02000188","Fitzrovia",18
"613","E02000188","King & Queen",17
"614","E02000188","Hellenic Centre",20
"615","E02000188","Simmons Bar",14
"616","E02000188","Albany",12
"617","E02000188","229 The Venue",11
"618","E02000188","Bloomsbury Bowling Lanes",20
"619","E02000188","Bloomsbury Theatre & Bloomsbury Studio",15
"620","E02000188","Foundling Museum",28
"621","E02000188","Camden People's Theatre",8
"622","E02000188","The Harrison",27
"623","E02000188","Regent's Park Open Air Theatre",13
"624","E02000188","The Water Rats",28
"625","E02000188","Big Chill House",28
"626","E02000188","Scala",27
"627","E02000188","Fellow",25
"628","E02000188","Simmons Bar",27
"629","E02000188","King Charles I",29
"630","E02000188","Lincoln Lounge",28
"631","E02000188","David Roberts Art Foundation",12
"632","E02000188","The Star Of Kings",30
"633","E02000188","The Blues Kitchen",14
"634","E02000188","Green Note",14
"635","E02000188","Camden Head",15
"636","E02000188","The Dublin Castle",14
"637","E02000188","Cecil Sharp House",16
"638","E02000188","Jazz Café",17
"639","E02000188","The Black Heart",18
"640","E02000188","The Underworld",19
"641","E02000188","Made In Brasil",18
"642","E02000188","Boho Camden",19
"643","E02000188","Electric Ballroom",19
"644","E02000188","Prince Albert",21
"645","E02000188","Queens",26
"646","E02000188","Constitution",26
"647","E02000188","Lockside Lounge",21
"648","E02000188","Dingwalls",22
"649","E02000188","Hawley",25
"650","E02000188","The Monarch",25
"651","E02000188","Roundhouse",28
"652","E02000188","Spiritual Caipirinha Bar",26
"653","E02000188","Joe's Bar",28
"654","E02006918","Total Refreshment Centre",29
"655","E02006918","Oslo Hackney",30
"656","E02006918","St. John-At-Hackney Church",28
"657","E02006918","Chats Palace Arts Centre",28
"658","E02006918","The Round Chapel",23
"659","E02006918","Star By Hackney Downs",20
"660","E02006918","Biddle Bros",22
"661","E02006918","Elderfield",20
"662","E02006918","Bar A Bar",29
"663","E02006918","Blondies",15
"664","E02006918","The Huddleston Centre",14
"665","E02006918","Clapton Hart",14
"666","E02006918","The White Hart",26
"667","E02006918","The Others",24
"668","E02006918","The Waiting Room",22
"669","E02006918","Three Crowns",22
"670","E02006918","The Clarence",28
"671","E02006918","Princess Of Wales",14
"672","E02000876","Big Chill Bar",16
"673","E02000876","Kansas Smitty's",27
"674","E02000876","Pickle Factory",17
"675","E02000876","Prospect Of Whitby",31
"676","E02000876","Tobacco Dock",26
"677","E02000876","Bjs White Swan",29
"678","E02000876","Pause Bar",26
"679","E02000876","Thomas Neale",17
"680","E02000876","Troxy",27
"681","E02000876","Revolution",30
"682","E02000876","Leman Street Tavern",23
"683","E02000876","City Zebrano",24
"684","E02000876","Queens Head",29
"685","E02000876","The George Tavern",17
"686","E02000876","Balls Brothers",27
"687","E02000876","Castle",20
"688","E02000876","The White Hart",18
"689","E02000876","Apples & Pears",16
"690","E02000876","Cinnamon Kitchen",24
"691","E02000876","Old Bengal Bar",26
"692","E02000876","Som Saa",20
"693","E02000876","Astronomer",25
"694","E02000876","Dirty Dicks Public House",25
"695","E02000876","Indo",13
"696","E02000876","93 Feet East",17
"697","E02000876","Second Home",15
"698","E02000876","Cafe 1001",17
"699","E02000876","Rough Trade East",17
"700","E02000876","The Yard",27
"701","E02000876","Queen Of Hoxton",26
"702","E02000876","Horse & Groom",24
"703","E02000876","Boxpark",22
"704","E02000876","Village Underground",22
"705","E02000876","Shoreditch House",22
"706","E02000876","Beach Blanket Babylon",17
"707","E02000876","Concrete",19
"708","E02000876","Rich Mix",16
"709","E02000876","Owl & Pussycat",18
"710","E02000876","The Old Blue Last",23
"711","E02000876","Red Gallery",27
"712","E02000876","Mcqueen",28
"713","E02000876","Xoyo",29
"714","E02000876","Hoxton Pony",24
"715","E02000876","The Yard",27
"716","E02000876","Trapeze Bar",26
"717","E02000876","Ace Hotel",22
"718","E02000876","Miranda",22
"719","E02000876","Club Aquarium",28
"720","E02000876","Strongroom Bar And Kitchen",25
"721","E02000876","Barrio Shoreditch",23
"722","E02000876","Golden Bee",29
"723","E02000876","The Lighthouse",25
"724","E02000876","Dragon Bar",23
"725","E02000876","Red Market",27
"726","E02000876","Autograph Abp",25
"727","E02000876","Bounce Shoreditch",29
"728","E02000876","Cargo",25
"729","E02000876","Roadtrip & The Workshop",29
"730","E02000876","Shoreditch Town Hall",25
"731","E02000876","The Corner Shop",24
"732","E02000876","Trafik",27
"733","E02000876","333 Club",27
"734","E02000876","Star Of Bethnal Green",9
"735","E02000876","The Misty Moon",10
"736","E02000876","Shoreditch Platform",25
"737","E02000876","The Old Shoreditch Station",25
"738","E02000876","Hoxton Square Bar And Kitchen",28
"739","E02000876","Electricity Showrooms",27
"740","E02000876","Troy Bar",26
"741","E02000876","Catch",24
"742","E02000876","The Red Lion",29
"743","E02000876","Looking Glass Cocktail Club",24
"744","E02000876","Bethnal Green Working Men's Club",12
"745","E02000876","Basing House",27
"746","E02000876","Lion & Lamb",31
"747","E02000876","Dundee Arms",13
"748","E02000876","The Macbeth",29
"749","E02000876","The Gallery Cafe",15
"750","E02000876","Folklore",23
"751","E02000876","A Portuguese Love Affair Deli Café",18
"752","E02000876","Sebright Arms",16
"753","E02000876","Apiary Studios",16
"754","E02000876","Crown",28
"755","E02000876","Oval Space",21
"756","E02000876","Hare",19
"757","E02000876","Guest Projects",24
"758","E02000876","Martello Hall",28
"759","E02000876","Mangle E8",27
"760","E02000877","Jamboree",14
"761","E02000877","Fine Line",28
"762","E02000877","Rum & Sugar",24
"763","E02000877","Bjs White Swan",17
"764","E02000877","Troxy",20
"765","E02000877","Queens Head",15
"766","E02000877","The George Tavern",27
"767","E02000877","Beehive",22
"768","E02000877","Bloc",17
"769","E02000877","The Bridge",29
"770","E02000877","Crown",24
"771","E02000877","Eleanor Arms",29
