"","from_id","to_id","travel_time_p50"
"2165","E02000565","The Waiting Room",25
"2166","E02000565","Three Crowns",25
"2167","E02000565","The Clarence",23
"2168","E02000562","Total Refreshment Centre",29
"2169","E02000562","EartH",26
"2170","E02000562","Thousand Island",18
"2171","E02000562","New Unity",29
"2172","E02000562","Islington Assembly Hall",27
"2173","E02000562","Dead Dolls House Islington",26
"2174","E02000562","The Four Sisters Bar",25
"2175","E02000562","Hope & Anchor",24
"2176","E02000562","Canonbury Tavern",21
"2177","E02000562","Union Chapel",21
"2178","E02000562","Duchess Of Kent",24
"2179","E02000562","The Duke Of Wellington",28
"2180","E02000562","The Garage",18
"2181","E02000562","Servant Jazz Quarters",26
"2182","E02000562","The Railway Tavern",24
"2183","E02000562","Vortex",25
"2184","E02000562","Snooty Fox",20
"2185","E02000562","Ray's Bar",28
"2186","E02000562","Club Makossa",26
"2187","E02000562","Dalston Superstore",26
"2188","E02000562","Epic Dalston Events Hall",25
"2189","E02000562","Efes Snooker Club",25
"2190","E02000562","Tipsy",26
"2191","E02000562","L'atelier Dalston",24
"2192","E02000562","Bardens Boudoir",25
"2193","E02000562","Moustache Bar",25
"2194","E02000562","Vfd",25
"2195","E02000562","Shacklewell Arms",28
"2196","E02000562","Rubys Bar",26
"2197","E02000562","Bar A Bar",27
"2198","E02000562","The White Hart",28
"2199","E02000562","The Old Church",18
"2200","E02000562","The Waiting Room",28
"2201","E02000562","Three Crowns",28
"2202","E02000562","The Clarence",23
"2203","E02000562","Orleans Winebar",19
"2204","E02000562","Worlds End",24
"2205","E02000562","The Finsbury",29
"2206","E02000563","The Unicorn",10
"2207","E02000563","The Black Heart",30
"2208","E02000563","The Underworld",29
"2209","E02000563","Made In Brasil",28
"2210","E02000563","Boho Camden",28
"2211","E02000563","Electric Ballroom",28
"2212","E02000563","Prince Albert",28
"2213","E02000563","Constitution",27
"2214","E02000563","Dingwalls",30
"2215","E02000563","Hawley",29
"2216","E02000563","The Abbey Tavern",23
"2217","E02000563","Grafton",25
"2218","E02000563","Duchess Of Kent",28
"2219","E02000563","Bull & Gate",16
"2220","E02000563","O2 Forum Kentish Town",17
"2221","E02000563","The Boston Arms",13
"2222","E02000563","The Dome",13
"2223","E02000563","Nambucca",18
"2224","E02000563","Jj Moons",21
"2225","E02000563","North Nineteen",25
"2226","E02000563","Shaftesbury",31
"2227","E02000560","The Unicorn",21
"2228","E02000560","Thousand Island",28
"2229","E02000560","Duchess Of Kent",27
"2230","E02000560","The Garage",28
"2231","E02000560","Bull & Gate",29
"2232","E02000560","O2 Forum Kentish Town",29
"2233","E02000560","The Boston Arms",21
"2234","E02000560","The Dome",21
"2235","E02000560","Nambucca",7
"2236","E02000560","Jj Moons",7
"2237","E02000560","North Nineteen",9
"2238","E02000560","Orleans Winebar",17
"2239","E02000560","Worlds End",18
"2240","E02000560","Lauderdale House",29
"2241","E02000560","Shaftesbury",18
"2242","E02000560","Stapleton",23
"2243","E02000560","The Finsbury",30
"2244","E02000561","The Unicorn",18
"2245","E02000561","Grafton",27
"2246","E02000561","Bull & Gate",16
"2247","E02000561","O2 Forum Kentish Town",16
"2248","E02000561","The Boston Arms",7
"2249","E02000561","The Dome",7
"2250","E02000561","Nambucca",9
"2251","E02000561","Jj Moons",13
"2252","E02000561","North Nineteen",16
"2253","E02000561","Lauderdale House",26
"2254","E02000561","Shaftesbury",22
"2255","E02000561","Stapleton",29
"2256","E02000568","The Unicorn",13
"2257","E02000568","Slim Jim's Liquor Store",28
"2258","E02000568","Thousand Island",20
"2259","E02000568","The Water Rats",29
"2260","E02000568","Big Chill House",26
"2261","E02000568","Scala",26
"2262","E02000568","Fellow",24
"2263","E02000568","Simmons Bar",24
"2264","E02000568","The Lexington",28
"2265","E02000568","King Charles I",22
"2266","E02000568","Lincoln Lounge",23
"2267","E02000568","O2 Academy Islington",30
"2268","E02000568","The Islington",26
"2269","E02000568","Kings Place",21
"2270","E02000568","Radicals And Victuallers",30
"2271","E02000568","The Star Of Kings",19
"2272","E02000568","Camden Head",28
"2273","E02000568","The Dublin Castle",31
"2274","E02000568","Crown",22
"2275","E02000568","Jazz Café",28
"2276","E02000568","The Black Heart",28
"2277","E02000568","Kings Head",28
"2278","E02000568","St. Mary's Church",29
"2279","E02000568","The Underworld",25
"2280","E02000568","Made In Brasil",26
"2281","E02000568","Boho Camden",26
"2282","E02000568","Electric Ballroom",26
"2283","E02000568","Prince Albert",22
"2284","E02000568","Constitution",20
"2285","E02000568","Lockside Lounge",29
"2286","E02000568","New Unity",26
"2287","E02000568","Dingwalls",28
"2288","E02000568","Hawley",27
"2289","E02000568","Islington Assembly Hall",25
"2290","E02000568","Dead Dolls House Islington",24
"2291","E02000568","Spiritual Caipirinha Bar",31
"2292","E02000568","The Four Sisters Bar",25
"2293","E02000568","Hope & Anchor",22
"2294","E02000568","Canonbury Tavern",28
"2295","E02000568","Union Chapel",23
"2296","E02000568","The Abbey Tavern",23
"2297","E02000568","Grafton",30
"2298","E02000568","Duchess Of Kent",16
"2299","E02000568","The Garage",21
"2300","E02000568","Bull & Gate",27
"2301","E02000568","O2 Forum Kentish Town",28
"2302","E02000568","The Boston Arms",29
"2303","E02000568","The Dome",29
"2304","E02000568","Nambucca",25
"2305","E02000569","EartH",29
"2306","E02000569","Slim Jim's Liquor Store",12
"2307","E02000569","Thousand Island",9
"2308","E02000569","Sadler's Wells",26
"2309","E02000569","Harlequin",25
"2310","E02000569","Old Red Lion",22
"2311","E02000569","The Lexington",25
"2312","E02000569","Charles Lamb",23
"2313","E02000569","Beehive",24
"2314","E02000569","Number 177 Bar",30
"2315","E02000569","Electrowerkz",20
"2316","E02000569","O2 Academy Islington",19
"2317","E02000569","Shelter",29
"2318","E02000569","The Islington",20
"2319","E02000569","Camden Head",15
"2320","E02000569","Radicals And Victuallers",15
"2321","E02000569","Kings Head Members Club",30
"2322","E02000569","Ladybird / Basement Club",15
"2323","E02000569","La Cabina",29
"2324","E02000569","Wenlock And Essex",14
"2325","E02000569","Crown",18
"2326","E02000569","The Old Queens Head",13
"2327","E02000569","Barrio North",13
"2328","E02000569","Kings Head",12
"2329","E02000569","The Lighthouse",14
"2330","E02000569","Rosemary Branch Theatre",17
"2331","E02000569","Kings Head",11
"2332","E02000569","St. Mary's Church",12
"2333","E02000569","New Unity",8
"2334","E02000569","Islington Assembly Hall",6
"2335","E02000569","Dead Dolls House Islington",6
"2336","E02000569","The Haggerston",27
"2337","E02000569","The Four Sisters Bar",6
"2338","E02000569","Hope & Anchor",8
"2339","E02000569","Brilliant Corners",26
"2340","E02000569","Bar 512",27
"2341","E02000569","Canonbury Tavern",4
"2342","E02000569","Union Chapel",6
"2343","E02000569","Lift",27
"2344","E02000569","The Rocksteady",27
"2345","E02000569","Junction House",28
"2346","E02000569","Duchess Of Kent",17
"2347","E02000569","Vision Video Bar",28
"2348","E02000569","The Duke Of Wellington",23
"2349","E02000569","The Garage",8
"2350","E02000569","Farrs School Of Dancing",28
"2351","E02000569","The Passage",29
"2352","E02000569","Arcola Bar",27
"2353","E02000569","Cafe Oto",27
"2354","E02000569","Servant Jazz Quarters",28
"2355","E02000569","The Railway Tavern",25
"2356","E02000569","Vortex",27
"2357","E02000569","Snooty Fox",15
"2358","E02000569","Ray's Bar",29
"2359","E02000569","Club Makossa",29
"2360","E02000569","Dalston Superstore",28
"2361","E02000569","Epic Dalston Events Hall",29
"2362","E02000569","Efes Snooker Club",29
"2363","E02000569","Tipsy",29
"2364","E02000569","L'atelier Dalston",29
"2365","E02000569","Bardens Boudoir",30
"2366","E02000406","Three Compasses",25
"2367","E02000406","The Green Gate Public House",19
"2368","E02000487","Crumpled Horn",18
"2369","E02000407","Tchances Arts & Music Centre",16
"2370","E02000407","Antwerp Arms",11
"2371","E02000486","The Cricketers",21
"2372","E02000486","The Fatling",23
"2373","E02000486","Chequers",30
"2374","E02000404","The Green Gate Public House",28
"2375","E02000404","Antwerp Arms",29
"2376","E02000485","Crumpled Horn",21
"2377","E02000485","The Cricketers",23
"2378","E02000485","The Fatling",21
"2379","E02000485","Chequers",30
"2380","E02000405","Alexandra Palace",12
"2381","E02000484","The Cricketers",26
"2382","E02000484","The Fatling",27
"2383","E02000484","The Victoria",22
"2384","E02000402","Tchances Arts & Music Centre",29
"2385","E02000402","Antwerp Arms",15
"2386","E02000483","The Cricketers",0
"2387","E02000483","The Fatling",3
"2388","E02000483","Chequers",11
"2389","E02000403","The Green Gate Public House",29
"2390","E02000403","Alexandra Palace",26
"2391","E02000482","Crumpled Horn",21
"2392","E02000482","Golden Crane",16
"2393","E02000400","Alexandra Palace",22
"2394","E02000481","Crumpled Horn",33
"2395","E02000481","Golden Crane",8
"2396","E02000401","Antwerp Arms",20
"2397","E02000480","Three Travellers",27
"2398","E02000480","Golden Lion",30
"2399","E02000408","Tchances Arts & Music Centre",13
"2400","E02000408","Antwerp Arms",16
"2401","E02000409","The Green Gate Public House",21
"2402","E02000409","Tchances Arts & Music Centre",24
"2403","E02000409","Antwerp Arms",19
"2404","E02000488","The Fatling",29
"2405","E02000757","Railway Bell",15
"2406","E02000757","George",7
"2407","E02000757","County Arms",29
"2408","E02000754","Crown & Crooked Billet",25
"2409","E02000755","Crown & Crooked Billet",11
"2410","E02006787","The White Horse",15
"2411","E02006787","Jolly Woodman",30
"2412","E02006787","Bridge Bar",25
"2413","E02006787","Goldsmiths Arms",29
"2414","E02006786","Old Mill",17
"2415","E02000758","Crown & Crooked Billet",27
"2416","E02006785","Old Mill",26
"2417","E02000759","Nightingale",29
"2418","E02000759","The Duke",27
"2419","E02000759","Railway Bell",14
"2420","E02000759","George",19
"2421","E02006783","Baring Hall",15
"2422","E02006782","Partridge",30
"2423","E02006782","Vuvu Club",29
"2424","E02006782","Railway Tavern",27
"2425","E02006782","Freelands Tavern",28
"2426","E02006782","Ripley Arts Center",23
"2427","E02006782","Baring Hall",18
"2428","E02000666","Riva Lounge",28
"2429","E02000666","Nuvo Lounge",27
"2430","E02000666","The Broadway Theatre",25
"2431","E02000666","Rivoli Ballroom",10
"2432","E02000666","Fox & Firkin",16
"2433","E02000666","Bar Nuvo",16
"2434","E02000666","Ivy House",27
"2435","E02000666","Joiners Arms",24
"2436","E02000667","The Windmill",28
"2437","E02000667","Riva Lounge",29
"2438","E02000667","Nuvo Lounge",28
"2439","E02000667","The Broadway Theatre",26
"2440","E02000667","Rivoli Ballroom",7
"2441","E02000667","Fox & Firkin",27
"2442","E02000667","Bar Nuvo",28
"2443","E02000667","Ivy House",19
"2444","E02000667","Old Nuns Head",30
"2445","E02000664","Riva Lounge",28
"2446","E02000664","Nuvo Lounge",27
"2447","E02000664","The Broadway Theatre",25
"2448","E02000664","Lord Northbrook",29
"2449","E02000664","Station",17
"2450","E02000664","Rivoli Ballroom",27
"2451","E02000664","Fox & Firkin",6
"2452","E02000664","Bar Nuvo",7
"2453","E02000664","Joiners Arms",10
"2454","E02000664","Blackheath Halls",28
"2455","E02000664","O'neills",28
"2456","E02000665","Lord Northbrook",17
"2457","E02000665","Station",9
"2458","E02000665","Fox & Firkin",18
"2459","E02000665","Bar Nuvo",17
"2460","E02000665","Joiners Arms",16
"2461","E02000665","Blackheath Halls",20
"2462","E02000665","O'neills",21
"2463","E02000662","The White Hart",20
"2464","E02000662","Sister Midnight Records",28
"2465","E02000662","Rivoli Ballroom",19
"2466","E02000662","Ivy House",17
"2467","E02000662","Old Nuns Head",21
"2468","E02000662","Canavan's Peckham Pool Club",29
"2469","E02000662","Tasty Bakery",30
"2470","E02000662","John The Unicorn",29
"2471","E02000662","Copeland Gallery",28
"2472","E02000662","Copeland Park & Bussey Building",28
"2473","E02000662","Bunker Club",28
"2474","E02000662","Royal Albert",25
"2475","E02000662","Five Bells",24
"2476","E02000662","The Amersham Arms",25
"2477","E02000662","New Cross Inn",24
"2478","E02000662","The Venue",24
"2479","E02000663","The Albany",27
"2480","E02000663","Sister Midnight Records",21
"2481","E02000663","Rivoli Ballroom",24
"2482","E02000663","Fox & Firkin",18
"2483","E02000663","Bar Nuvo",18
"2484","E02000663","Joiners Arms",16
"2485","E02000663","Bunker Club",21
"2486","E02000663","Royal Albert",22
"2487","E02000663","The Amersham Arms",25
"2488","E02000663","New Cross Inn",25
"2489","E02000663","The Venue",26
"2490","E02000663","Birds Nest",24
"2491","E02000663","Number3london",25
"2492","E02000663","Job Centre",28
"2493","E02000660","The Albany",19
"2494","E02000660","The White Hart",26
"2495","E02000660","Sister Midnight Records",14
"2496","E02000660","Rivoli Ballroom",22
"2497","E02000660","Fox & Firkin",29
"2498","E02000660","Bar Nuvo",30
"2499","E02000660","Joiners Arms",24
"2500","E02000660","Bunker Club",14
"2501","E02000660","Royal Albert",14
"2502","E02000660","Five Bells",29
"2503","E02000660","The Amersham Arms",15
"2504","E02000660","New Cross Inn",16
"2505","E02000660","The Venue",16
"2506","E02000660","Birds Nest",18
"2507","E02000660","Number3london",20
"2508","E02000660","Job Centre",21
"2509","E02000660","The Duke",26
"2510","E02000661","Lord Northbrook",28
"2511","E02000661","Station",26
"2512","E02000661","Fox & Firkin",27
"2513","E02000661","Bar Nuvo",27
"2514","E02000661","Joiners Arms",16
"2515","E02000661","Blackheath Halls",8
"2516","E02000661","O'neills",8
"2517","E02000668","Lord Northbrook",14
"2518","E02000668","Station",11
"2519","E02000668","Fox & Firkin",28
"2520","E02000668","Bar Nuvo",28
"2521","E02000669","Riva Lounge",22
"2522","E02000669","Nuvo Lounge",19
"2523","E02000669","The Broadway Theatre",20
"2524","E02000669","Lord Northbrook",23
"2525","E02000669","Station",11
"2526","E02000669","Fox & Firkin",16
"2527","E02000669","Bar Nuvo",16
"2528","E02000669","Joiners Arms",26
"2529","E02000943","The Bedford",11
"2530","E02000943","Hagen & Hyde",9
"2531","E02000943","Gigalum",15
"2532","E02000943","The Four Thieves",29
"2533","E02000940","Waterfront",22
"2534","E02000940","Anchor",28
"2535","E02000126","The Globe",29
"2536","E02000126","Mau Mau Bar",29
"2537","E02000126","Muse Gallery",29
"2538","E02000126","Paradise By Way Of Kensal Green",22
"2539","E02000126","Queens Arms",10
"2540","E02000126","Ciao Ciao",25
"2541","E02000941","The Clapham Grand",29
"2542","E02000941","Waterfront",24
"2543","E02000127","Baring Hall",31
"2544","E02000124","Portobello House",28
"2545","E02000124","Paradise By Way Of Kensal Green",13
"2546","E02000124","Queens Arms",28
"2547","E02000124","Ciao Ciao",25
"2548","E02000125","Paradise By Way Of Kensal Green",20
"2549","E02000122","Paradise By Way Of Kensal Green",22
"2550","E02000122","Ciao Ciao",28
"2551","E02000123","The Cave Gallery",22
"2552","E02000120","Paradise By Way Of Kensal Green",28
"2553","E02000120","Queens Arms",16
"2554","E02000120","Ciao Ciao",11
"2555","E02000948","Pratts & Payne",29
"2556","E02000948","The White Lion",28
"2557","E02000948","Five Bells",28
"2558","E02000948","Porky's Wine Bar",29
"2559","E02000948","The Bedford",6
"2560","E02000948","Hagen & Hyde",7
"2561","E02000948","Gigalum",24
"2562","E02006930","Olivers Jazz Bar",21
"2563","E02006930","The Coach And Horses",20
"2564","E02006930","Admiral Hardy",20
"2565","E02006930","Trinity Laban Faculty Of Music",18
"2566","E02006930","Pelton Arms",7
"2567","E02006930","Studio 338",20
"2568","E02006930","The O2",29
"2569","E02006931","The Albany",17
"2570","E02006931","Sister Midnight Records",12
"2571","E02006931","Joiners Arms",20
"2572","E02006931","O'neills",29
"2573","E02006931","Bunker Club",12
"2574","E02006931","Royal Albert",15
"2575","E02006931","The Amersham Arms",19
"2576","E02006931","New Cross Inn",24
"2577","E02006931","The Venue",24
"2578","E02006931","Birds Nest",8
"2579","E02006931","Number3london",7
"2580","E02006931","Job Centre",16
"2581","E02006931","Olivers Jazz Bar",11
"2582","E02006931","The Duke",16
"2583","E02006931","The Coach And Horses",11
"2584","E02006931","Admiral Hardy",12
"2585","E02006931","Trinity Laban Faculty Of Music",16
"2586","E02006931","Pelton Arms",27
"2587","E02000074","Royal Oak",16
"2588","E02000075","The Prince Albert",27
"2589","E02000075","Royal Oak",31
"2590","E02000075","Fox",23
"2591","E02000072","Royal Oak",28
"2592","E02000073","Fox",27
"2593","E02000070","Fox",14
"2594","E02000071","Royal Oak",10
"2595","E02000071","Fox",17
"2596","E02000078","The Prince Albert",27
"2597","E02000078","Royal Oak",12
"2598","E02000079","The Prince Albert",20
"2599","E02000396","Under the Bridge",24
"2600","E02000396","Waterfront",15
"2601","E02000396","Anchor",23
"2602","E02000396","Dukes Head",27
"2603","E02000396","The White Horse",13
"2604","E02000396","Chelsea Ram",26
"2605","E02000396","Broadway House",20
"2606","E02000396","Under The Bridge",23
"2607","E02000395","Under the Bridge",29
"2608","E02000395","The Half Moon Putney",16
"2609","E02000395","Dukes Head",12
"2610","E02000395","The White Horse",12
"2611","E02000395","Broadway House",23
"2612","E02000395","Under The Bridge",28
"2613","E02000394","Under the Bridge",20
"2614","E02000394","Waterfront",18
"2615","E02000394","Anchor",26
"2616","E02000394","The White Horse",16
"2617","E02000394","Chelsea Ram",15
"2618","E02000394","Broadway House",17
"2619","E02000394","Under The Bridge",19
"2620","E02000394","Juju",30
"2621","E02000394","Finborough Theatre",28
"2622","E02000393","Under the Bridge",27
"2623","E02000393","The Half Moon Putney",25
"2624","E02000393","Dukes Head",21
"2625","E02000393","The White Horse",17
"2626","E02000393","Broadway House",20
"2627","E02000393","Under The Bridge",25
"2628","E02000393","Distillers",25
"2629","E02000393","Eventim Apollo",27
"2630","E02000392","Under the Bridge",19
"2631","E02000392","The Half Moon Putney",26
"2632","E02000392","Dukes Head",22
"2633","E02000392","The White Horse",8
"2634","E02000392","Chelsea Ram",28
"2635","E02000392","Broadway House",12
"2636","E02000392","Under The Bridge",18
"2637","E02000392","Finborough Theatre",28
"2638","E02000392","The Troubadour",29
"2639","E02000392","Distillers",30
"2640","E02000391","Under the Bridge",10
"2641","E02000391","Waterfront",26
"2642","E02000391","The White Horse",10
"2643","E02000391","Chelsea Ram",15
"2644","E02000391","Broadway House",5
"2645","E02000391","Under The Bridge",10
"2646","E02000391","Juju",25
"2647","E02000391","Finborough Theatre",19
"2648","E02000391","The Troubadour",23
"2649","E02000391","Eclipse",28
"2650","E02000390","Under the Bridge",22
"2651","E02000390","Dukes Head",28
"2652","E02000390","The White Horse",17
"2653","E02000390","Broadway House",16
"2654","E02000390","Under The Bridge",21
"2655","E02000390","Finborough Theatre",29
"2656","E02000390","The Troubadour",26
"2657","E02000390","Distillers",22
"2658","E02000390","The Hammersmith Club",28
"2659","E02000390","Eventim Apollo",23
"2660","E02000390","Hammersmith Ram",29
"2661","E02000390","Nell's Jazz & Blues",26
"2662","E02000390","Albion",28
"2663","E02000318","Old Mill",15
"2664","E02000319","Old Mill",11
"2665","E02000398","Antwerp Arms",15
"2666","E02000224","Earl Of Eldon",18
"2667","E02000224","Scream Lounge",30
"2668","E02000222","Earl Of Eldon",7
"2669","E02000222","Scream Lounge",18
"2670","E02000222","Royal Standard",21
"2671","E02000222","The Soulful Cellar",22
"2672","E02000222","Ship",25
"2673","E02000222","Matthews Yard",26
"2674","E02000222","Tiger Tiger",27
"2675","E02000222","Project B",27
"2676","E02000222","Boxpark Croydon",29
"2677","E02000220","Earl Of Eldon",15
"2678","E02000220","Scream Lounge",6
"2679","E02000220","Royal Standard",6
"2680","E02000220","The Soulful Cellar",5
"2681","E02000220","Ship",10
"2682","E02000220","Matthews Yard",10
"2683","E02000220","Tiger Tiger",11
"2684","E02000220","Project B",11
"2685","E02000220","Boxpark Croydon",16
"2686","E02000220","Oval Tavern",27
"2687","E02000221","Earl Of Eldon",23
"2688","E02000221","Scream Lounge",19
"2689","E02000221","Royal Standard",19
"2690","E02000221","The Soulful Cellar",23
"2691","E02000221","Ship",23
"2692","E02000221","Matthews Yard",22
"2693","E02000221","Tiger Tiger",23
"2694","E02000221","Project B",24
"2695","E02000576","Big Chill Bar",27
"2696","E02000576","Slim Jim's Liquor Store",22
"2697","E02000576","Cos Bar",27
"2698","E02000576","Yager Bar",25
"2699","E02000576","Cockpit",27
"2700","E02000576","St. Stephen Walbrook",26
"2701","E02000576","Madison",23
"2702","E02000576","Tipperary",27
"2703","E02000576","Revolution",29
"2704","E02000576","City Zebrano",29
"2705","E02000576","Balls Brothers",27
"2706","E02000576","Kanaloa",24
"2707","E02000576","Tokenhouse",22
"2708","E02000576","Balls Brothers Shoe Lane",23
"2709","E02000576","St. Anne And St. Agnes Church",18
"2710","E02000576","St. Andrew Holborn Church",21
"2711","E02000576","Cinnamon Kitchen",26
"2712","E02000576","Old Bengal Bar",24
"2713","E02000576","Som Saa",30
"2714","E02000576","Bounce",21
"2715","E02000576","Astronomer",25
"2716","E02000576","Dirty Dicks Public House",25
"2717","E02000576","Old Nick",27
"2718","E02000576","South Place Hotel",17
"2719","E02000576","Beduin",16
"2720","E02000576","Conway Hall",28
"2721","E02000576","Fabric",15
"2722","E02000576","Reina Bar And Kitchen",15
"2723","E02000576","Fence",15
"2724","E02000576","93 Feet East",27
"2725","E02000576","Barbican Centre",12
"2726","E02000576","Milton Court, Guildhall School Of Music And Drama",12
"2727","E02000576","Second Home",29
"2728","E02000576","Cafe 1001",27
"2729","E02000576","Rough Trade East",27
"2730","E02000576","The Yard",19
"2731","E02000576","The Duke",24
"2732","E02000576","Queen Of Hoxton",18
"2733","E02000576","The Piano Works - Farringdon",14
"2734","E02000576","Horse & Groom",20
"2735","E02000576","Betsey Trotwood",15
"2736","E02000576","Crypt On The Green",12
"2737","E02000576","Apple Tree",19
"2738","E02000576","The Slaughtered Lamb",8
"2739","E02000576","Boxpark",23
"2740","E02000576","Village Underground",19
"2741","E02000576","The Eagle",17
"2742","E02000576","Nomad London",4
"2743","E02000576","Shoreditch House",23
"2744","E02000576","Beach Blanket Babylon",22
"2745","E02000576","Concrete",20
"2746","E02000576","Rich Mix",23
"2747","E02000576","Owl & Pussycat",21
"2748","E02000576","The Old Blue Last",17
"2749","E02000576","Red Gallery",13
"2750","E02000576","Mcqueen",12
"2751","E02000576","Lso St. Luke's",3
"2752","E02000576","The Magic Roundabout",9
"2753","E02000576","Xoyo",11
"2754","E02000576","Hoxton Pony",17
"2755","E02000576","The Yard",13
"2756","E02000576","Trapeze Bar",13
"2757","E02000576","Ace Hotel",20
"2758","E02000576","Miranda",20
"2759","E02000576","Club Aquarium",12
"2760","E02000576","Strongroom Bar And Kitchen",17
"2761","E02000576","Barrio Shoreditch",19
"2762","E02000576","Golden Bee",11
"2763","E02000576","The Lighthouse",17
"2764","E02000576","Dragon Bar",19
"2765","E02000576","Red Market",14
"2766","E02000576","Autograph Abp",17
"2767","E02000576","Bounce Shoreditch",12
"2768","E02000576","Cargo",19
"2769","E02000576","Roadtrip & The Workshop",12
"2770","E02000576","Shoreditch Town Hall",19
"2771","E02000576","The Harrison",29
"2772","E02000576","The Corner Shop",19
"2773","E02000576","Britannia",6
"2774","E02000576","Trafik",16
"2775","E02000576","333 Club",16
"2776","E02000576","Shoreditch Platform",18
"2777","E02000576","The Old Shoreditch Station",18
"2778","E02000576","Hoxton Square Bar And Kitchen",14
"2779","E02000576","Electricity Showrooms",16
"2780","E02000576","Charlie Wright's International Bar",13
"2781","E02000576","Troy Bar",16
"2782","E02000576","Catch",18
"2783","E02000576","The Red Lion",17
"2784","E02000576","Looking Glass Cocktail Club",22
"2785","E02000576","The Water Rats",28
"2786","E02000576","Basing House",20
"2787","E02000576","Sadler's Wells",16
"2788","E02000576","Harlequin",17
"2789","E02000576","Lion & Lamb",17
"2790","E02000576","Big Chill House",29
"2791","E02000576","The Macbeth",21
"2792","E02000576","Folklore",27
"2793","E02000576","Old Red Lion",16
"2794","E02000576","Simmons Bar",30
"2795","E02000576","The Lexington",22
"2796","E02000576","Charles Lamb",13
"2797","E02000576","Beehive",15
"2798","E02000576","Hoxton Hall",20
"2799","E02000576","Number 177 Bar",20
"2800","E02000576","Electrowerkz",16
"2801","E02000576","O2 Academy Islington",19
"2802","E02000576","Shelter",28
"2803","E02000576","The Islington",21
"2804","E02000576","Camden Head",20
"2805","E02000576","Radicals And Victuallers",21
"2806","E02000576","Kings Head Members Club",28
"2807","E02000576","Ladybird / Basement Club",21
"2808","E02000576","La Cabina",28
"2809","E02000576","The Glory",30
"2810","E02000576","Wenlock And Essex",19
"2811","E02000576","Crown",27
"2812","E02000576","The Old Queens Head",21
"2813","E02000576","Barrio North",21
"2814","E02000576","Kings Head",21
"2815","E02000576","The Lighthouse",22
"2816","E02000576","Rosemary Branch Theatre",24
"2817","E02000576","Kings Head",23
"2818","E02000576","St. Mary's Church",23
"2819","E02000576","New Unity",27
"2820","E02000576","Islington Assembly Hall",29
"2821","E02000577","Prince Edward",29
"2822","E02000577","The Globe",20
"2823","E02000577","Mau Mau Bar",15
"2824","E02000577","Muse Gallery",15
"2825","E02000577","Ma Dame",30
"2826","E02000577","Portobello House",10
"2827","E02000577","Paradise By Way Of Kensal Green",15
"2828","E02000574","Slim Jim's Liquor Store",20
"2829","E02000574","Kanaloa",29
"2830","E02000574","Balls Brothers Shoe Lane",28
"2831","E02000574","St. Andrew Holborn Church",26
"2832","E02000574","Bounce",25
"2833","E02000574","Holborn Whippet",27
"2834","E02000574","Old Nick",23
"2835","E02000574","Beduin",26
"2836","E02000574","Conway Hall",24
"2837","E02000574","Fabric",25
"2838","E02000574","Reina Bar And Kitchen",25
"2839","E02000574","Fence",24
"2840","E02000574","The Duke",17
"2841","E02000574","The Piano Works - Farringdon",18
"2842","E02000574","Betsey Trotwood",17
"2843","E02000574","Crypt On The Green",18
"2844","E02000574","Apple Tree",16
"2845","E02000574","The Slaughtered Lamb",22
"2846","E02000574","Bloomsbury Bowling Lanes",20
"2847","E02000574","The Eagle",16
"2848","E02000574","Nomad London",28
"2849","E02000574","Bloomsbury Theatre & Bloomsbury Studio",23
"2850","E02000574","Foundling Museum",14
"2851","E02000574","Lso St. Luke's",29
"2852","E02000574","Camden People's Theatre",27
"2853","E02000574","The Harrison",9
"2854","E02000574","Britannia",26
"2855","E02000574","The Water Rats",6
"2856","E02000574","Sadler's Wells",12
"2857","E02000574","Harlequin",11
"2858","E02000574","Big Chill House",7
"2859","E02000574","Scala",8
"2860","E02000574","Fellow",10
"2861","E02000574","Old Red Lion",11
"2862","E02000574","Simmons Bar",9
"2863","E02000574","The Lexington",5
"2864","E02000574","Charles Lamb",16
"2865","E02000574","King Charles I",9
"2866","E02000574","Electrowerkz",14
"2867","E02000574","Lincoln Lounge",13
"2868","E02000574","O2 Academy Islington",14
"2869","E02000574","The Islington",12
"2870","E02000574","Kings Place",14
"2871","E02000574","Camden Head",18
"2872","E02000574","Radicals And Victuallers",17
"2873","E02000574","The Star Of Kings",18
"2874","E02000574","Ladybird / Basement Club",17
"2875","E02000574","Wenlock And Essex",21
"2876","E02000574","Crown",15
"2877","E02000574","The Old Queens Head",22
"2878","E02000574","Barrio North",21
"2879","E02000574","Kings Head",21
"2880","E02000574","Kings Head",21
"2881","E02000574","St. Mary's Church",21
"2882","E02000574","New Unity",23
"2883","E02000574","Islington Assembly Hall",26
"2884","E02000574","Dead Dolls House Islington",26
"2885","E02000574","Hope & Anchor",29
"2886","E02000575","Peacock Theatre",27
"2887","E02000575","Slim Jim's Liquor Store",20
"2888","E02000575","Cos Bar",26
"2889","E02000575","Yager Bar",25
"2890","E02000575","Cockpit",25
"2891","E02000575","St. Stephen Walbrook",30
"2892","E02000575","Madison",24
"2893","E02000575","Tipperary",22
"2894","E02000575","New London Theatre",29
"2895","E02000575","Sway",27
"2896","E02000575","Kanaloa",19
"2897","E02000575","Tokenhouse",28
"2898","E02000575","Shaftesbury Theatre",30
"2899","E02000575","Balls Brothers Shoe Lane",18
